Format,Type,team_name,player_id,player_name,average_pts,average_minutes,overall_average_ppp,element_name,percentage_of_time,type_ppp,field_goal_percentage
Offensive,Strength,Chicago,38,Jake_Berhorst,2.708333333,9.833333333,0.703,P&R Ball Handler,0.242,1.045,0.471
Offensive,Strength,Chicago,38,Jake_Berhorst,2.708333333,9.833333333,0.703,Spot Up,0.264,1.333,0.458
Offensive,Strength,Roosevelt,172,Jake_Asquini,6.090909091,18.72727273,0.954,Isolation,0.005,3,1
Offensive,Strength,Roosevelt,172,Jake_Asquini,6.090909091,18.72727273,0.954,Off Screen,0.195,1.105,0.4
Offensive,Strength,Roosevelt,172,Jake_Asquini,6.090909091,18.72727273,0.954,Spot Up,0.441,1.151,0.427
Offensive,Strength,Roosevelt,172,Jake_Asquini,6.090909091,18.72727273,0.954,Cut,0.005,2,1
Offensive,Strength,Roosevelt,172,Jake_Asquini,6.090909091,18.72727273,0.954,P&R Roll Man,0.015,2,0.667
Offensive,Strength,Fontbonne,107,Jahmad_Wilburn,2.727272727,10.36363636,0.714,Isolation,0.071,2.333,1
Offensive,Strength,Fontbonne,107,Jahmad_Wilburn,2.727272727,10.36363636,0.714,Spot Up,0.167,0.857,0.333
Offensive,Strength,Fontbonne,107,Jahmad_Wilburn,2.727272727,10.36363636,0.714,Offensive Rebounds (put backs),0.143,1.167,0.75
Offensive,Strength,Carthage,24,Jacob_Polglase,2.230769231,9.307692308,0.806,P&R Ball Handler,0.083,1,0.333
Offensive,Strength,Carthage,24,Jacob_Polglase,2.230769231,9.307692308,0.806,Spot Up,0.528,0.947,0.316
Offensive,Strength,Carthage,24,Jacob_Polglase,2.230769231,9.307692308,0.806,Cut,0.083,1.667,1
Offensive,Strength,Fontbonne,106,Jacob_Mueller,1.5,2.5,1.2,Spot Up,0.4,3,1
Offensive,Strength,MoodyBible,139,Jacob_Kim,4.5,18.75,0.818,Off Screen,0.182,3,1
Offensive,Strength,MoodyBible,139,Jacob_Kim,4.5,18.75,0.818,Cut,0.045,2,1
Offensive,Strength,MoodyBible,139,Jacob_Kim,4.5,18.75,0.818,Offensive Rebounds (put backs),0.091,1,1
Offensive,Strength,MoodyBible,139,Jacob_Kim,4.5,18.75,0.818,P&R Ball Handler,0.045,2,1
Offensive,Strength,Knox,130,Jacob_Kampf,7.181818182,19.45454545,0.757,Spot Up,0.272,0.893,0.348
Offensive,Strength,Knox,130,Jacob_Kampf,7.181818182,19.45454545,0.757,Off Screen,0.146,0.933,0.417
Offensive,Strength,Knox,130,Jacob_Kampf,7.181818182,19.45454545,0.757,Transition,0.272,0.893,0.333
Offensive,Strength,Rose-Hulman,287,Jacob_Back,0.708333333,7.166666667,0.377,Post-Up,0.245,0.538,0.429
Offensive,Strength,Rose-Hulman,287,Jacob_Back,0.708333333,7.166666667,0.377,Cut,0.17,0.667,0.429
Offensive,Strength,Rose-Hulman,287,Jacob_Back,0.708333333,7.166666667,0.377,P&R Roll Man,0.075,0.75,0.25
Offensive,Strength,DominicanIL,75,Jackson_Smith,5.56,13.48,0.814,Hand Off,0.03,1.2,0.6
Offensive,Strength,DominicanIL,75,Jackson_Smith,5.56,13.48,0.814,Offensive Rebounds (put backs),0.054,0.889,0.5
Offensive,Strength,DominicanIL,75,Jackson_Smith,5.56,13.48,0.814,P&R Ball Handler,0.066,0.909,0.429
Offensive,Strength,DominicanIL,75,Jackson_Smith,5.56,13.48,0.814,Spot Up,0.389,1.046,0.414
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,Transition,0.151,0.963,0.478
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,Hand Off,0.022,1,0.667
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,Cut,0.028,1.2,1
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,P&R Roll Man,0.017,1,0.5
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,Off Screen,0.073,1.077,0.455
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,Spot Up,0.408,0.836,0.349
Offensive,Strength,Kalamazoo,219,Jack_Smith,5.96,22,0.832,P&R Ball Handler,0.123,1.182,0.471
Offensive,Strength,Fontbonne,105,Jack_Lake,4.8,14.6,0.632,Cut,0.211,0.75,0.429
Offensive,Strength,Fontbonne,105,Jack_Lake,4.8,14.6,0.632,Post-Up,0.316,0.833,0.5
Offensive,Strength,Fontbonne,105,Jack_Lake,4.8,14.6,0.632,Spot Up,0.211,1,0.333
Offensive,Strength,NorthPark,237,Jack_Gurvey,3.16,21.24,0.675,Cut,0.044,1.2,0.6
Offensive,Strength,NorthPark,237,Jack_Gurvey,3.16,21.24,0.675,Spot Up,0.43,0.776,0.279
Offensive,Strength,NorthPark,237,Jack_Gurvey,3.16,21.24,0.675,Off Screen,0.14,1.125,0.5
Offensive,Strength,Wabash,189,Jack_Davidson,18.19230769,35.92307692,1.024,Off Screen,0.055,1.16,0.4
Offensive,Strength,Wabash,189,Jack_Davidson,18.19230769,35.92307692,1.024,Miscellaneous,0.081,1.081,0.4
Offensive,Strength,Wabash,189,Jack_Davidson,18.19230769,35.92307692,1.024,Spot Up,0.16,1.342,0.509
Offensive,Strength,Wabash,189,Jack_Davidson,18.19230769,35.92307692,1.024,Cut,0.015,2,1
Offensive,Strength,Wabash,189,Jack_Davidson,18.19230769,35.92307692,1.024,Transition,0.153,1.086,0.542
Offensive,Strength,WheatonIL,201,Jack_Bennett,1.333333333,3.666666667,1,Offensive Rebounds (put backs),0.25,2,1
Offensive,Strength,NorthPark,236,Isaiah_Webster,0.888888889,4,0.8,Spot Up,0.1,2,1
Offensive,Strength,NorthPark,236,Isaiah_Webster,0.888888889,4,0.8,Transition,0.3,1.333,0.667
Offensive,Strength,NorthPark,236,Isaiah_Webster,0.888888889,4,0.8,P&R Ball Handler,0.1,2,1
Offensive,Strength,DominicanIL,74,Isaac_Moore,5.684210526,17.26315789,0.834,Cut,0.041,1,0.4
Offensive,Strength,DominicanIL,74,Isaac_Moore,5.684210526,17.26315789,0.834,Hand Off,0.034,1.6,0.667
Offensive,Strength,DominicanIL,74,Isaac_Moore,5.684210526,17.26315789,0.834,Spot Up,0.386,1,0.358
Offensive,Strength,DominicanIL,74,Isaac_Moore,5.684210526,17.26315789,0.834,Offensive Rebounds (put backs),0.048,0.857,0.333
Offensive,Strength,DominicanIL,74,Isaac_Moore,5.684210526,17.26315789,0.834,Transition,0.207,0.967,0.462
Offensive,Strength,Knox,129,Ikenna_Ozor,4.111111111,11.22222222,1.276,P&R Roll Man,0.138,1.75,0.75
Offensive,Strength,Knox,129,Ikenna_Ozor,4.111111111,11.22222222,1.276,Cut,0.31,1.556,0.857
Offensive,Strength,Knox,129,Ikenna_Ozor,4.111111111,11.22222222,1.276,Offensive Rebounds (put backs),0.172,1.6,0.75
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,Hand Off,0.004,2,1
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,Transition,0.037,1.5,0.833
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,Spot Up,0.044,1.25,0.667
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,P&R Roll Man,0.092,1.12,0.647
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,Offensive Rebounds (put backs),0.202,1.127,0.571
Offensive,Strength,Wabash,188,Harrison_Hallstrom,11.07692308,24.34615385,1.059,Post-Up,0.368,1.07,0.548
Offensive,Strength,UWPlatteville,260,Harold_Fay,1.666666667,3.533333333,0.862,P&R Ball Handler,0.138,1.5,0.667
Offensive,Strength,UWPlatteville,260,Harold_Fay,1.666666667,3.533333333,0.862,P&R Roll Man,0.034,3,1
Offensive,Strength,UWPlatteville,260,Harold_Fay,1.666666667,3.533333333,0.862,Cut,0.103,2,1
Offensive,Strength,UWPlatteville,260,Harold_Fay,1.666666667,3.533333333,0.862,Off Screen,0.034,3,1
Offensive,Strength,OlivetCollege,277,Griffin_Lewis,0.789473684,6.736842105,0.652,Miscellaneous,0.174,0.75,
Offensive,Strength,OlivetCollege,277,Griffin_Lewis,0.789473684,6.736842105,0.652,Offensive Rebounds (put backs),0.087,2,1
Offensive,Strength,OlivetCollege,277,Griffin_Lewis,0.789473684,6.736842105,0.652,Spot Up,0.304,0.714,0.333
Offensive,Strength,UWPlatteville,259,Grayson_Knowlton,0.636363636,2,0.875,Transition,0.125,2,
Offensive,Strength,UWPlatteville,259,Grayson_Knowlton,0.636363636,2,0.875,Miscellaneous,0.25,1,1
Offensive,Strength,UWPlatteville,259,Grayson_Knowlton,0.636363636,2,0.875,Spot Up,0.375,1,0.333
Offensive,Strength,Roosevelt,171,Grant_Gibson,7.636363636,23.78787879,0.91,Cut,0.123,1.303,0.68
Offensive,Strength,Roosevelt,171,Grant_Gibson,7.636363636,23.78787879,0.91,Post-Up,0.011,1,0.5
Offensive,Strength,Roosevelt,171,Grant_Gibson,7.636363636,23.78787879,0.91,Offensive Rebounds (put backs),0.045,1,0.556
Offensive,Strength,Roosevelt,171,Grant_Gibson,7.636363636,23.78787879,0.91,Off Screen,0.108,1.207,0.481
Offensive,Strength,Roosevelt,171,Grant_Gibson,7.636363636,23.78787879,0.91,Spot Up,0.347,0.978,0.341
Offensive,Strength,WheatonIL,200,Gavin_Hawkins,1.666666667,3.333333333,1,Transition,0.2,3,1
Offensive,Strength,Knox,128,Garrett_Stone,0.571428571,8.5,0.421,Transition,0.368,1,0.333
Offensive,Strength,Fontbonne,104,Garrett_Goodnight,0.142857143,9.142857143,0.077,Miscellaneous,0.231,0.333,
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Off Screen,0.072,0.9,0.429
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Isolation,0.022,1,0.333
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Post-Up,0.029,1.5,1
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Cut,0.087,1.417,0.8
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Transition,0.08,0.909,0.444
Offensive,Strength,MSOE,155,Gabe_Wear,4.576923077,16.65384615,0.862,Offensive Rebounds (put backs),0.022,1.333,1
Offensive,Strength,Chicago,37,Ezra_Swell,3,2,1.5,Spot Up,0.5,3,1
Offensive,Strength,Fontbonne,103,Erich_Schark,7.8125,21,0.938,Off Screen,0.031,1,0.5
Offensive,Strength,Fontbonne,103,Erich_Schark,7.8125,21,0.938,Cut,0.18,1.304,0.722
Offensive,Strength,Fontbonne,103,Erich_Schark,7.8125,21,0.938,P&R Roll Man,0.016,1,0.5
Offensive,Strength,Fontbonne,103,Erich_Schark,7.8125,21,0.938,Transition,0.211,1.111,0.667
Offensive,Strength,Fontbonne,103,Erich_Schark,7.8125,21,0.938,Offensive Rebounds (put backs),0.102,1.077,0.556
Offensive,Strength,Knox,127,Eric_Thompson,4.333333333,11.66666667,0.86,Offensive Rebounds (put backs),0.14,1.667,0.833
Offensive,Strength,Knox,127,Eric_Thompson,4.333333333,11.66666667,0.86,Spot Up,0.093,1,0.5
Offensive,Strength,Knox,127,Eric_Thompson,4.333333333,11.66666667,0.86,Isolation,0.047,1,0
Offensive,Strength,Knox,127,Eric_Thompson,4.333333333,11.66666667,0.86,Cut,0.233,1,0.5
Offensive,Strength,EastWest,90,Eric_Spencer,4,6.083333333,0.658,Transition,0.137,1.1,0.571
Offensive,Strength,EastWest,90,Eric_Spencer,4,6.083333333,0.658,Cut,0.096,0.857,0.5
Offensive,Strength,EastWest,90,Eric_Spencer,4,6.083333333,0.658,P&R Roll Man,0.041,1.333,0.5
Offensive,Strength,EastWest,90,Eric_Spencer,4,6.083333333,0.658,Offensive Rebounds (put backs),0.082,0.667,0.333
Offensive,Strength,Knox,126,Eric_Pillath,1.9,7.4,1,P&R Roll Man,0.158,2,0.667
Offensive,Strength,Knox,126,Eric_Pillath,1.9,7.4,1,Transition,0.105,2,1
Offensive,Strength,Knox,126,Eric_Pillath,1.9,7.4,1,Post-Up,0.158,2,1
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,Spot Up,0.094,1.333,0.667
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,P&R Roll Man,0.079,0.9,0.5
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,Transition,0.047,1,0.5
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,Cut,0.15,0.895,0.533
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,Offensive Rebounds (put backs),0.134,1.412,0.917
Offensive,Strength,Rose-Hulman,286,Eli_Combs,4.461538462,13.26923077,0.89,Off Screen,0.063,1.125,0.333
Offensive,Strength,OlivetCollege,276,Eldridge_Mason,11.28571429,25.60714286,0.943,Transition,0.245,1.134,0.469
Offensive,Strength,OlivetCollege,276,Eldridge_Mason,11.28571429,25.60714286,0.943,P&R Roll Man,0.033,1,0.556
Offensive,Strength,OlivetCollege,276,Eldridge_Mason,11.28571429,25.60714286,0.943,Cut,0.033,1.727,0.889
Offensive,Strength,MSOE,154,Eddie_Harwick,0.6,1.4,0.6,P&R Ball Handler,0.4,1,0.5
Offensive,Strength,NorthPark,235,Dyron_Woods,3.85,9.55,0.714,Transition,0.114,1,0.5
Offensive,Strength,NorthPark,235,Dyron_Woods,3.85,9.55,0.714,Offensive Rebounds (put backs),0.086,1,0.5
Offensive,Strength,NorthPark,235,Dyron_Woods,3.85,9.55,0.714,Post-Up,0.324,0.853,0.519
Offensive,Strength,NorthPark,235,Dyron_Woods,3.85,9.55,0.714,Cut,0.171,0.944,0.471
Offensive,Strength,CornellCollege,57,Dylan_Murdock,0.4,3.8,0.667,Cut,0.333,2,1
Offensive,Strength,Albion,7,Dylan_Bennett,2.947368421,14.84210526,0.908,Hand Off,0.015,2,1
Offensive,Strength,Albion,7,Dylan_Bennett,2.947368421,14.84210526,0.908,Spot Up,0.662,1.023,0.349
Offensive,Strength,Wabash,187,Duncan_Roy,1.555555556,5.388888889,1,P&R Roll Man,0.143,1.25,0.5
Offensive,Strength,Wabash,187,Duncan_Roy,1.555555556,5.388888889,1,Spot Up,0.5,1.214,0.385
Offensive,Strength,Wabash,187,Duncan_Roy,1.555555556,5.388888889,1,Cut,0.107,1.333,1
Offensive,Strength,UWPlatteville,258,Drew_Gunnink,0.384615385,3.307692308,0.385,Off Screen,0.154,1.5,0.5
Offensive,Strength,UWPlatteville,258,Drew_Gunnink,0.384615385,3.307692308,0.385,Post-Up,0.154,1,0
Offensive,Strength,Chicago,36,Dominic_Laravie,2.56,7.72,0.8,Cut,0.263,0.905,0.5
Offensive,Strength,Chicago,36,Dominic_Laravie,2.56,7.72,0.8,Transition,0.138,0.818,0.429
Offensive,Strength,Chicago,36,Dominic_Laravie,2.56,7.72,0.8,Offensive Rebounds (put backs),0.15,0.917,0.5
Offensive,Strength,Chicago,36,Dominic_Laravie,2.56,7.72,0.8,Spot Up,0.175,0.929,0.308
Offensive,Strength,Chicago,36,Dominic_Laravie,2.56,7.72,0.8,P&R Ball Handler,0.013,2,1
Offensive,Strength,DominicanIL,73,Domenic_Aiello,7.4,17.96,0.81,Spot Up,0.243,1.073,0.4
Offensive,Strength,DominicanIL,73,Domenic_Aiello,7.4,17.96,0.81,Hand Off,0.031,0.857,0.286
Offensive,Strength,DominicanIL,73,Domenic_Aiello,7.4,17.96,0.81,P&R Ball Handler,0.239,1.037,0.553
Offensive,Strength,Knox,125,Dj_Lewis,7.352941176,23.82352941,0.75,Cut,0.024,1,0.667
Offensive,Strength,Knox,125,Dj_Lewis,7.352941176,23.82352941,0.75,Spot Up,0.256,1.024,0.421
Offensive,Strength,Knox,125,Dj_Lewis,7.352941176,23.82352941,0.75,P&R Ball Handler,0.159,0.885,0.444
Offensive,Strength,OlivetCollege,275,Diangelo_Carlton,3.083333333,13.625,0.747,P&R Ball Handler,0.02,1.5,
Offensive,Strength,OlivetCollege,275,Diangelo_Carlton,3.083333333,13.625,0.747,Post-Up,0.01,2,1
Offensive,Strength,OlivetCollege,275,Diangelo_Carlton,3.083333333,13.625,0.747,Cut,0.061,1,0.6
Offensive,Strength,OlivetCollege,275,Diangelo_Carlton,3.083333333,13.625,0.747,Transition,0.303,0.9,0.571
Offensive,Strength,OlivetCollege,275,Diangelo_Carlton,3.083333333,13.625,0.747,Offensive Rebounds (put backs),0.071,1.714,0.833
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Transition,0.199,0.955,0.405
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Hand Off,0.05,0.818,0.364
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Offensive Rebounds (put backs),0.014,1,0.5
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Isolation,0.077,0.882,0.429
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,P&R Roll Man,0.005,3,1
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Spot Up,0.181,0.85,0.316
Offensive,Strength,Knox,124,Deryk_Ruple,10.05882353,27.41176471,0.783,Cut,0.014,1.333,0.667
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,Hand Off,0.022,0.833,0.25
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,Post-Up,0.004,3,1
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,Offensive Rebounds (put backs),0.03,1,0.6
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,Isolation,0.124,1.061,0.5
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,P&R Ball Handler,0.146,0.872,0.483
Offensive,Strength,Carthage,22,Derek_Mason_II,8.875,23.58333333,0.775,Spot Up,0.296,0.899,0.368
Offensive,Strength,DominicanIL,72,Dennis_Handy,2.695652174,13.34782609,0.614,Offensive Rebounds (put backs),0.03,2,1
Offensive,Strength,DominicanIL,72,Dennis_Handy,2.695652174,13.34782609,0.614,Transition,0.218,0.955,0.6
Offensive,Strength,DominicanIL,72,Dennis_Handy,2.695652174,13.34782609,0.614,Hand Off,0.079,0.625,0.25
Offensive,Strength,OlivetCollege,274,Delbert_Redfield,0.705882353,3.294117647,0.364,Spot Up,0.242,0.75,0.25
Offensive,Strength,OlivetCollege,274,Delbert_Redfield,0.705882353,3.294117647,0.364,Hand Off,0.03,3,1
Offensive,Strength,Rose-Hulman,285,David_Saadatnezhadi,0.666666667,2.666666667,0.333,Offensive Rebounds (put backs),0.167,2,1
Offensive,Strength,MSOE,153,David_Llorente,0.454545455,2,0.417,Cut,0.083,2,1
Offensive,Strength,MSOE,153,David_Llorente,0.454545455,2,0.417,Spot Up,0.333,0.5,0.25
Offensive,Strength,MoodyBible,138,David_Arabis,9.8,20.8,0.681,Hand Off,0.194,1.071,0.417
Offensive,Strength,MoodyBible,138,David_Arabis,9.8,20.8,0.681,Spot Up,0.208,1.333,0.5
Offensive,Strength,MoodyBible,138,David_Arabis,9.8,20.8,0.681,Transition,0.083,0.833,0.5
Offensive,Strength,Carthage,21,Dan_Messina,0.4,1.8,0.5,Miscellaneous,0.5,1,
Offensive,Strength,UWPlatteville,257,Dan_Lowe,1.80952381,6.380952381,0.667,Cut,0.14,0.875,0.429
Offensive,Strength,UWPlatteville,257,Dan_Lowe,1.80952381,6.380952381,0.667,Transition,0.123,1.571,0.833
Offensive,Strength,UWPlatteville,257,Dan_Lowe,1.80952381,6.380952381,0.667,Offensive Rebounds (put backs),0.105,0.833,0.667
Offensive,Strength,Kalamazoo,218,Dan_Black,0.153846154,2.769230769,0.222,Spot Up,0.556,0.4,0.25
Offensive,Strength,Wabash,186,Dalton_Vachon,1.0625,10.75,0.531,Post-Up,0.219,0.714,0.4
Offensive,Strength,Wabash,186,Dalton_Vachon,1.0625,10.75,0.531,P&R Roll Man,0.156,1.2,0.75
Offensive,Strength,Wabash,186,Dalton_Vachon,1.0625,10.75,0.531,Offensive Rebounds (put backs),0.219,0.714,0.4
Offensive,Strength,CornellCollege,56,Craig_Engle,4.333333333,18.5,0.778,Spot Up,0.469,1,0.333
Offensive,Strength,CornellCollege,56,Craig_Engle,4.333333333,18.5,0.778,Hand Off,0.025,1,0.5
Offensive,Strength,CornellCollege,56,Craig_Engle,4.333333333,18.5,0.778,Miscellaneous,0.099,0.875,
Offensive,Strength,EastWest,88,Cortland_Gillespie,7.066666667,11,0.679,Transition,0.246,0.818,0.526
Offensive,Strength,EastWest,88,Cortland_Gillespie,7.066666667,11,0.679,Offensive Rebounds (put backs),0.037,1.4,1
Offensive,Strength,EastWest,88,Cortland_Gillespie,7.066666667,11,0.679,Off Screen,0.007,2,1
Offensive,Strength,EastWest,88,Cortland_Gillespie,7.066666667,11,0.679,Spot Up,0.246,0.788,0.391
Offensive,Strength,EastWest,88,Cortland_Gillespie,7.066666667,11,0.679,P&R Ball Handler,0.097,0.692,0.25
Offensive,Strength,Albion,6,Corey_Wheeler,13.13636364,23.63636364,0.964,Cut,0.042,1.462,0.7
Offensive,Strength,Albion,6,Corey_Wheeler,13.13636364,23.63636364,0.964,P&R Ball Handler,0.091,1.143,0.579
Offensive,Strength,Albion,6,Corey_Wheeler,13.13636364,23.63636364,0.964,Offensive Rebounds (put backs),0.068,1.429,0.684
Offensive,Strength,Albion,6,Corey_Wheeler,13.13636364,23.63636364,0.964,Transition,0.182,1.179,0.488
Offensive,Strength,CornellCollege,55,Corey_Davis,12.71428571,24.14285714,0.789,Transition,0.335,0.963,0.583
Offensive,Strength,CornellCollege,55,Corey_Davis,12.71428571,24.14285714,0.789,Cut,0.004,2,1
Offensive,Strength,CornellCollege,55,Corey_Davis,12.71428571,24.14285714,0.789,Isolation,0.07,0.824,0.364
Offensive,Strength,CornellCollege,55,Corey_Davis,12.71428571,24.14285714,0.789,P&R Ball Handler,0.298,0.792,0.429
Offensive,Strength,CornellCollege,55,Corey_Davis,12.71428571,24.14285714,0.789,Post-Up,0.004,2,1
Offensive,Strength,CornellCollege,54,Cooper_Kabela,3,10.85714286,0.935,Cut,0.109,1.2,0.6
Offensive,Strength,CornellCollege,54,Cooper_Kabela,3,10.85714286,0.935,Miscellaneous,0.022,1,
Offensive,Strength,CornellCollege,54,Cooper_Kabela,3,10.85714286,0.935,Post-Up,0.109,1.6,1
Offensive,Strength,CornellCollege,54,Cooper_Kabela,3,10.85714286,0.935,P&R Roll Man,0.13,1.333,0.667
Offensive,Strength,Wabash,185,Connor_Rotterman,12,30.91666667,0.781,Spot Up,0.284,0.875,0.32
Offensive,Strength,Wabash,185,Connor_Rotterman,12,30.91666667,0.781,Off Screen,0.068,1.04,0.429
Offensive,Strength,Wabash,185,Connor_Rotterman,12,30.91666667,0.781,Isolation,0.057,0.81,0.375
Offensive,Strength,Wabash,185,Connor_Rotterman,12,30.91666667,0.781,Hand Off,0.044,1.062,0.429
Offensive,Strength,Wabash,185,Connor_Rotterman,12,30.91666667,0.781,Cut,0.019,0.857,0.429
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,Off Screen,0.007,2,
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,P&R Roll Man,0.125,0.706,0.286
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,Offensive Rebounds (put backs),0.147,0.6,0.286
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,Post-Up,0.162,0.545,0.25
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,Isolation,0.022,0.667,1
Offensive,Strength,DominicanIL,71,Connor_Dartt,2.6,14.32,0.507,Spot Up,0.184,0.68,0.318
Offensive,Strength,Wabash,184,Conner_Brens,3.333333333,12.06666667,0.962,Cut,0.077,1.25,0.667
Offensive,Strength,Wabash,184,Conner_Brens,3.333333333,12.06666667,0.962,P&R Roll Man,0.212,1.182,0.75
Offensive,Strength,Wabash,184,Conner_Brens,3.333333333,12.06666667,0.962,Post-Up,0.462,1.042,0.571
Offensive,Strength,Wabash,183,Colten_Garland,7.625,25,0.724,Spot Up,0.35,1.023,0.363
Offensive,Strength,Wabash,183,Colten_Garland,7.625,25,0.724,Cut,0.008,2,1
Offensive,Strength,Wabash,183,Colten_Garland,7.625,25,0.724,Hand Off,0.093,0.739,0.304
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,Transition,0.068,1.13,0.545
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,P&R Ball Handler,0.009,1.333,1
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,P&R Roll Man,0.068,1.261,0.667
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,Cut,0.062,1,0.389
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,Offensive Rebounds (put backs),0.115,1.179,0.652
Offensive,Strength,Chicago,35,Collin_Barthel,13.39130435,31.13043478,0.911,Off Screen,0.015,1.2,0.4
Offensive,Strength,NorthPark,234,Colin_Lake,19.96153846,34.5,0.934,Offensive Rebounds (put backs),0.013,1,0.4
Offensive,Strength,NorthPark,234,Colin_Lake,19.96153846,34.5,0.934,Spot Up,0.137,1.162,0.417
Offensive,Strength,NorthPark,234,Colin_Lake,19.96153846,34.5,0.934,Off Screen,0.1,0.981,0.34
Offensive,Strength,NorthPark,234,Colin_Lake,19.96153846,34.5,0.934,Cut,0.061,1.182,0.577
Offensive,Strength,NorthPark,234,Colin_Lake,19.96153846,34.5,0.934,Transition,0.161,1.172,0.485
Offensive,Strength,UWPlatteville,256,Colin_Kramper,0.6,4.333333333,0.6,Off Screen,0.133,1,0.5
Offensive,Strength,UWPlatteville,256,Colin_Kramper,0.6,4.333333333,0.6,Cut,0.067,2,1
Offensive,Strength,UWPlatteville,256,Colin_Kramper,0.6,4.333333333,0.6,Spot Up,0.2,1,0.5
Offensive,Strength,UWPlatteville,255,Colin_Connelly,2.285714286,7.333333333,0.842,Cut,0.07,1.5,0.667
Offensive,Strength,UWPlatteville,255,Colin_Connelly,2.285714286,7.333333333,0.842,Hand Off,0.053,1,0.5
Offensive,Strength,UWPlatteville,255,Colin_Connelly,2.285714286,7.333333333,0.842,Transition,0.246,1.286,0.75
Offensive,Strength,UWPlatteville,255,Colin_Connelly,2.285714286,7.333333333,0.842,Post-Up,0.018,2,
Offensive,Strength,Chicago,34,Cole_Schmitz,2,7.95,0.769,Spot Up,0.192,0.8,0.4
Offensive,Strength,Chicago,34,Cole_Schmitz,2,7.95,0.769,Cut,0.135,1.143,0.667
Offensive,Strength,Chicago,34,Cole_Schmitz,2,7.95,0.769,Transition,0.096,0.8,0.5
Offensive,Strength,Chicago,34,Cole_Schmitz,2,7.95,0.769,Post-Up,0.038,1,0.5
Offensive,Strength,Chicago,34,Cole_Schmitz,2,7.95,0.769,Offensive Rebounds (put backs),0.25,1.077,0.538
Offensive,Strength,UWPlatteville,254,Cole_Hake,0.5,2.2,0.556,Offensive Rebounds (put backs),0.111,2,
Offensive,Strength,UWPlatteville,254,Cole_Hake,0.5,2.2,0.556,Spot Up,0.222,1.5,0.5
Offensive,Strength,CornellCollege,53,Cody_Carter,2.615384615,11,0.733,Transition,0.15,1,0.5
